"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m2","areal.AFDM.input.g.m2.d"
"1081","DINP",22,5,2018,2018-05-22,"MISC",4,"TOWR",28,NA,NA,NA,3.6296,1.4775,5.1071,3.7447,1,0.922098138747885,1.3624,11.4047439562603,0.407312284152152
"1083","DINP",22,5,2018,2018-05-22,"WOOD",4,"TOWR",28,NA,NA,NA,3.5572,0.3553,3.9125,3.5908,1,0.905432029271038,0.3217,2.69297279119856,0.096177599685663
"1085","DINP",22,5,2018,2018-05-22,"LEAF",5,"TOWR",28,NA,NA,NA,3.5468,0.0236,3.5704,3.5493,0.999999999999984,0.89406779661017,0.0211,0.176629548940907,0.00630819817646096
"1087","DINP",22,5,2018,2018-05-22,"MISC",5,"TOWR",28,NA,NA,NA,3.6561,0.9259,4.582,3.6909,1,0.962414947618533,0.8911,7.45945929200199,0.266409260428643
"1089","DINP",22,5,2018,2018-05-22,"WOOD",5,"TOWR",28,NA,NA,NA,3.5151,0.0172,3.5323,3.5172,1.00000000000002,0.877906976744189,0.0151,0.126403136919796,0.00451439774713558
"1091","DINP",22,5,2018,2018-05-22,"LEAF",6,"TOWR",28,NA,NA,NA,3.5231,0.2258,3.7489,3.5359,1,0.943312666076174,0.213,1.78303762674944,0.0636799152410514
"1093","DINP",22,5,2018,2018-05-22,"MISC",6,"TOWR",28,NA,NA,NA,3.5452,1.5727,5.1179,3.6183,1,0.953519425192344,1.4996,12.5532545778097,0.448330520636059
"1095","DINP",22,5,2018,2018-05-22,"WOOD",6,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1097","DINP",22,5,2018,2018-05-22,"LEAF",7,"TOWR",28,NA,NA,NA,3.6426,0.0237,3.6663,3.6437,1.00000000000001,0.953586497890292,0.0225999999999999,0.189186151946184,0.00675664828379228
"1099","DINP",22,5,2018,2018-05-22,"MISC",7,"TOWR",28,NA,NA,NA,3.5477,1.0358,4.5835,3.5865,1,0.962541031087082,0.997,8.3459554641746,0.298069838006236
"1101","DINP",22,5,2018,2018-05-22,"WOOD",7,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1103","DINP",22,5,2018,2018-05-22,"LEAF",8,"TOWR",28,NA,NA,NA,3.6791,1.0171,4.6962,3.6805,1,0.998623537508603,1.0157,8.50249444830706,0.303660516010967
"1105","DINP",22,5,2018,2018-05-22,"MISC",8,"TOWR",28,NA,NA,NA,3.5433,1.3027,4.846,3.5737,1,0.976663851999693,1.2723,10.6505106690766,0.380375381038449
"1107","DINP",22,5,2018,2018-05-22,"WOOD",8,"TOWR",28,NA,NA,NA,3.5165,0.2453,3.7618,3.5294,0.999999999999999,0.947411333061559,0.2324,1.94543635895103,0.0694798699625369
"1109","DINP",22,5,2018,2018-05-22,"LEAF",9,"TOWR",28,NA,NA,NA,3.5278,1.2612,4.789,3.5873,1,0.952822708531557,1.2017,10.0595132209615,0.359268329320054
"1111","DINP",22,5,2018,2018-05-22,"MISC",9,"TOWR",28,NA,NA,NA,3.5137,1.6106,5.1243,3.5682,1,0.966161678877437,1.5561,13.0262199576751,0.46522214134554
"1113","DINP",22,5,2018,2018-05-22,"WOOD",9,"TOWR",28,NA,NA,NA,3.5161,0.1774,3.6935,3.5235,1,0.958286358511837,0.17,1.42308167393148,0.0508243454975527
"1115","DINP",22,5,2018,2018-05-22,"LEAF",10,"TOWR",28,NA,NA,NA,3.6227,0.1685,3.7912,3.6327,0.999999999999999,0.940652818991099,0.1585,1.32681438422435,0.0473862280080125
"1117","DINP",22,5,2018,2018-05-22,"MISC",10,"TOWR",28,NA,NA,NA,3.6352,2.1276,5.7628,3.7641,1,0.939415303628502,1.9987,16.7312549510991,0.59754481968211
"1119","DINP",22,5,2018,2018-05-22,"WOOD",10,"TOWR",28,NA,NA,NA,3.5522,0.4546,4.0068,3.5757,1,0.94830620325561,0.4311,3.60876770371682,0.128884560847029
"1127","DINP",22,5,2018,2018-05-22,"LEAF",1,"WS55",28,NA,NA,NA,3.6404,0.8035,4.4439,3.6457,1,0.993403858120722,0.7982,6.68178701254179,0.238635250447921
"1129","DINP",22,5,2018,2018-05-22,"MISC",1,"WS55",28,NA,NA,NA,3.6055,2.3194,5.9249,3.6949,1,0.96145554884884,2.23,18.6674831345129,0.666695826232604
"1131","DINP",22,5,2018,2018-05-22,"WOOD",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1133","DINP",22,5,2018,2018-05-22,"LEAF",2,"WS55",28,NA,NA,NA,3.6547,0.2765,3.9312,3.6509,1,1.01374321880651,0.2803,2.3464105482529,0.0838003767233179
"1135","DINP",22,5,2018,2018-05-22,"MISC",2,"WS55",28,NA,NA,NA,3.6494,1.1329,4.7823,3.6869,1,0.966899108482655,1.0954,9.16966862132082,0.327488165047172
"1137","DINP",22,5,2018,2018-05-22,"WOOD",2,"WS55",28,NA,NA,NA,3.6091,0.0184,3.6275,3.6104,0.999999999999986,0.929347826086975,0.0171000000000003,0.143145274260169,0.00511233122357747
"1139","DINP",22,5,2018,2018-05-22,"LEAF",3,"WS55",28,NA,NA,NA,3.5207,0.0432,3.5639,3.5237,0.999999999999993,0.930555555555563,0.0402000000000003,0.336516960541446,0.0120184628764802
"1141","DINP",22,5,2018,2018-05-22,"MISC",3,"WS55",28,NA,NA,NA,3.5539,1.4373,4.9912,3.5995,1,0.968273846796076,1.3917,11.6500162682967,0.416072009582024
"1143","DINP",22,5,2018,2018-05-22,"WOOD",3,"WS55",28,NA,NA,NA,3.5346,0.2359,3.7705,3.5445,1,0.958033064857991,0.226,1.89186151946185,0.0675664828379231
"1145","DINP",22,5,2018,2018-05-22,"LEAF",4,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1147","DINP",22,5,2018,2018-05-22,"MISC",4,"WS55",28,NA,NA,NA,3.5245,3.0341,6.5586,3.6916,1,0.944926007712336,2.867,23.9998538774208,0.857137638479316
"1149","DINP",22,5,2018,2018-05-22,"WOOD",4,"WS55",28,NA,NA,NA,3.6178,1.0637,4.6815,3.6689,1,0.951960139136975,1.0126,8.47654413542949,0.302733719122482
"1151","DINP",22,5,2018,2018-05-22,"LEAF",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1153","DINP",22,5,2018,2018-05-22,"MISC",5,"WS55",28,NA,NA,NA,3.6741,0.0122,3.6863,3.675,0.999999999999999,0.926229508196748,0.0113000000000003,0.094593075973095,0.00337832414189625
"1155","DINP",22,5,2018,2018-05-22,"WOOD",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1157","DINP",22,5,2018,2018-05-22,"LEAF",6,"WS55",28,NA,NA,NA,3.6031,0.1014,3.7045,3.6074,0.999999999999999,0.957593688362917,0.0970999999999998,0.812830767874977,0.0290296702812492
"1159","DINP",22,5,2018,2018-05-22,"MISC",6,"WS55",28,NA,NA,NA,3.6465,1.6483,5.2948,3.7486,1,0.938057392464964,1.5462,12.9433463778403,0.462262370637153
"1161","DINP",22,5,2018,2018-05-22,"WOOD",6,"WS55",28,NA,NA,NA,3.5289,0.3162,3.8451,3.5447,0.999999999999999,0.950031625553447,0.3004,2.51466902852362,0.0898096081615579
"1163","DINP",22,5,2018,2018-05-22,"LEAF",7,"WS55",28,NA,NA,NA,3.6587,0.1711,3.8298,3.6673,1,0.949736995908826,0.1625,1.36029865890509,0.048582094960896
"1165","DINP",22,5,2018,2018-05-22,"MISC",7,"WS55",28,NA,NA,NA,3.6562,0.8749,4.5311,3.7106,1,0.937821465310321,0.8205,6.86846184388692,0.245302208710247
"1167","DINP",22,5,2018,2018-05-22,"WOOD",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1169","DINP",22,5,2018,2018-05-22,"LEAF",8,"WS55",28,NA,NA,NA,3.5276,0.4308,3.9584,3.6738,1,0.660631383472609,0.2846,2.3824061435347,0.0850859336976677
"1171","DINP",22,5,2018,2018-05-22,"MISC",8,"WS55",28,NA,NA,NA,3.6649,1.0123,4.6772,3.7048,1,0.960584806875432,0.9724,8.14002717488805,0.290715256246002
"1173","DINP",22,5,2018,2018-05-22,"WOOD",8,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1175","DINP",22,5,2018,2018-05-22,"LEAF",9,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1177","DINP",22,5,2018,2018-05-22,"MISC",9,"WS55",28,NA,NA,NA,3.5538,0.027,3.5808,3.5548,1.00000000000001,0.962962962962951,0.0259999999999997,0.217647785424811,0.00777313519374326
"1179","DINP",22,5,2018,2018-05-22,"WOOD",9,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1181","DINP",22,5,2018,2018-05-22,"LEAF",10,"WS55",28,NA,NA,NA,3.5359,0.6209,4.1568,3.6685,1,0.786439040103076,0.4883,4.08759283165141,0.145985458273265
"1183","DINP",22,5,2018,2018-05-22,"MISC",10,"WS55",28,NA,NA,NA,3.6643,1.7818,5.4461,3.7254,1,0.96570883376361,1.7207,14.4040978607876,0.5144320664567
"1185","DINP",22,5,2018,2018-05-22,"WOOD",10,"WS55",28,NA,NA,NA,3.5113,0.3415,3.8528,3.5278,1,0.951683748169838,0.325,2.72059731781018,0.097164189921792
"1193","DINP",20,6,2018,2018-06-20,"LEAF",1,"TOWR",29,NA,NA,NA,3.5297,1.3457,4.8754,3.5922,1,0.953555770231106,1.2832,10.7417553175816,0.370405355778676
"1195","DINP",20,6,2018,2018-06-20,"MISC",1,"TOWR",29,NA,NA,NA,3.5307,1.1376,4.6683,3.6011,1,0.938115330520394,1.0672,8.9336044848216,0.308055327062814
"1197","DINP",20,6,2018,2018-06-20,"WOOD",1,"TOWR",29,NA,NA,NA,3.5464,0.8735,4.4199,3.6229,1,0.912421293646251,0.797,6.67174173013757,0.230060059659916
"1199","DINP",20,6,2018,2018-06-20,"LEAF",2,"TOWR",29,NA,NA,NA,3.5265,2.7437,6.2702,3.6543,1,0.953420563472683,2.6159,21.8978785343374,0.755099259804736
"1201","DINP",20,6,2018,2018-06-20,"MISC",2,"TOWR",29,NA,NA,NA,3.5403,1.7579,5.2982,3.6378,1,0.944536094203311,1.6604,13.8993224199754,0.479286979999153
"1203","DINP",20,6,2018,2018-06-20,"WOOD",2,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1205","DINP",20,6,2018,2018-06-20,"LEAF",3,"TOWR",29,NA,NA,NA,3.6465,1.1962,4.8427,3.7104,1,0.946580839324528,1.1323,9.47856105525065,0.326846932939678
"1207","DINP",20,6,2018,2018-06-20,"MISC",3,"TOWR",29,NA,NA,NA,3.6168,0.4608,4.0776,3.6375,1,0.955078125,0.4401,3.68410732174849,0.127038183508568
"1209","DINP",20,6,2018,2018-06-20,"WOOD",3,"TOWR",29,NA,NA,NA,3.6524,0.3271,3.9795,3.6637,0.999999999999999,0.965453989605626,0.3158,2.64358348604447,0.0911580512429129
"1211","DINP",20,6,2018,2018-06-20,"LEAF",4,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1213","DINP",20,6,2018,2018-06-20,"MISC",4,"TOWR",29,NA,NA,NA,3.6455,0.7444,4.3899,3.6695,1,0.967759269210102,0.7204,6.03051787000139,0.207948892069013
"1215","DINP",20,6,2018,2018-06-20,"WOOD",4,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1217","DINP",20,6,2018,2018-06-20,"LEAF",5,"TOWR",29,NA,NA,NA,3.6445,0.1847,3.8292,3.6512,1,0.963724959393612,0.178,1.49005022329296,0.0513810421825158
"1219","DINP",20,6,2018,2018-06-20,"MISC",5,"TOWR",29,NA,NA,NA,3.6651,1.3755,5.0406,3.7082,1,0.968665939658306,1.3324,11.1536118961547,0.384607306763955
"1221","DINP",20,6,2018,2018-06-20,"WOOD",5,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1223","DINP",20,6,2018,2018-06-20,"LEAF",6,"TOWR",29,NA,NA,NA,3.6497,4.5168,8.1665,3.8495,1,0.9557651434644,4.317,36.1379034491893,1.24613460169618
"1225","DINP",20,6,2018,2018-06-20,"MISC",6,"TOWR",29,NA,NA,NA,3.6707,0.8532,4.5239,3.7328,1,0.927215189873418,0.7911,6.62235242498348,0.228356980171844
"1227","DINP",20,6,2018,2018-06-20,"WOOD",6,"TOWR",29,NA,NA,NA,3.6319,0.7103,4.3422,3.6662,1,0.951710544840208,0.676,5.65884242104517,0.19513249727742
"1229","DINP",20,6,2018,2018-06-20,"LEAF",7,"TOWR",29,NA,NA,NA,3.5646,0.8228,4.3874,3.5996,1,0.957462323772484,0.7878,6.59472789837187,0.227404410288685
"1231","DINP",20,6,2018,2018-06-20,"MISC",7,"TOWR",29,NA,NA,NA,3.5374,0.4112,3.9486,3.5864,1,0.880836575875487,0.3622,3.03200107234106,0.104551761115209
"1233","DINP",20,6,2018,2018-06-20,"WOOD",7,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1235","DINP",20,6,2018,2018-06-20,"LEAF",8,"TOWR",29,NA,NA,NA,3.5039,0.3482,3.8521,3.5215,1,0.949454336588167,0.3306,2.76747530236321,0.0954301828401107
"1237","DINP",20,6,2018,2018-06-20,"MISC",8,"TOWR",29,NA,NA,NA,3.64,0.6808,4.3208,3.668,1,0.958871915393654,0.6528,5.46463362789687,0.188435642341271
"1239","DINP",20,6,2018,2018-06-20,"WOOD",8,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1241","DINP",20,6,2018,2018-06-20,"LEAF",9,"TOWR",29,NA,NA,NA,3.5305,0.6427,4.1732,3.5593,0.999999999999999,0.955189046211296,0.6139,5.13899905662667,0.177206864021609
"1243","DINP",20,6,2018,2018-06-20,"MISC",9,"TOWR",29,NA,NA,NA,3.5491,1.0875,4.6366,3.5811,1,0.970574712643678,1.0555,8.83566298138043,0.304678033840705
"1245","DINP",20,6,2018,2018-06-20,"WOOD",9,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1247","DINP",20,6,2018,2018-06-20,"LEAF",10,"TOWR",29,NA,NA,NA,3.5455,1.741,5.2865,3.6208,1,0.956748994830557,1.6657,13.9436890839274,0.480816864963014
"1249","DINP",20,6,2018,2018-06-20,"MISC",10,"TOWR",29,NA,NA,NA,3.5624,2.6307,6.1931,3.6908,1,0.951191698027141,2.5023,20.9469251334043,0.722307763220839
"1251","DINP",20,6,2018,2018-06-20,"WOOD",10,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1259","DINP",20,6,2018,2018-06-20,"LEAF",1,"WS55",29,NA,NA,NA,3.6185,0.446,4.0645,3.6352,0.999999999999999,0.962556053811659,0.4293,3.59369978011049,0.123920682072775
"1261","DINP",20,6,2018,2018-06-20,"MISC",1,"WS55",29,NA,NA,NA,3.5337,0.586,4.1197,3.5571,1,0.960068259385665,0.5626,4.70956323384617,0.162398732201592
"1263","DINP",20,6,2018,2018-06-20,"WOOD",1,"WS55",29,NA,NA,NA,3.6091,1.2177,4.8268,3.6847,1,0.937915742793792,1.1421,9.56059752821847,0.32967577683512
"1265","DINP",20,6,2018,2018-06-20,"LEAF",2,"WS55",29,NA,NA,NA,3.5299,0.25,3.7799,3.5397,1,0.960800000000001,0.2402,2.01073069457848,0.0693355411923613
"1267","DINP",20,6,2018,2018-06-20,"MISC",2,"WS55",29,NA,NA,NA,3.6488,0.2364,3.8852,3.6628,1,0.940778341793571,0.2224,1.86172567224918,0.0641974369741097
"1269","DINP",20,6,2018,2018-06-20,"WOOD",2,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1271","DINP",20,6,2018,2018-06-20,"LEAF",3,"WS55",29,NA,NA,NA,3.6592,0.3851,4.0443,3.6764,1,0.955336276291871,0.3679,3.07971616376112,0.106197109095211
"1273","DINP",20,6,2018,2018-06-20,"MISC",3,"WS55",29,NA,NA,NA,3.6426,1.7642,5.4068,3.7042,1,0.965083323886181,1.7026,14.2525815178572,0.491468328201974
"1275","DINP",20,6,2018,2018-06-20,"WOOD",3,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1277","DINP",20,6,2018,2018-06-20,"LEAF",4,"WS55",29,NA,NA,NA,3.6609,0.4233,4.0842,3.676,1,0.964327899834632,0.4082,3.41707023116958,0.117830007971365
"1279","DINP",20,6,2018,2018-06-20,"MISC",4,"WS55",29,NA,NA,NA,3.5251,0.6243,4.1494,3.5475,1,0.964119814191895,0.6019,5.03854623258445,0.173742973537395
"1281","DINP",20,6,2018,2018-06-20,"WOOD",4,"WS55",29,NA,NA,NA,3.6309,0.5547,4.1856,3.6532,1,0.959798089057148,0.5324,4.45675696000658,0.153681274482985
"1283","DINP",20,6,2018,2018-06-20,"LEAF",5,"WS55",29,NA,NA,NA,3.5345,0.5209,4.0554,3.5561,0.999999999999999,0.95853330773661,0.4993,4.17967458702345,0.14412670989736
"1285","DINP",20,6,2018,2018-06-20,"MISC",5,"WS55",29,NA,NA,NA,3.6312,2.3728,6.004,3.7218,1,0.961817262306136,2.2822,19.1044529190966,0.658774238589537
"1287","DINP",20,6,2018,2018-06-20,"WOOD",5,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1289","DINP",20,6,2018,2018-06-20,"LEAF",6,"WS55",29,NA,NA,NA,3.5458,0.3655,3.9113,3.5589,1,0.964158686730506,0.3524,2.94996459937325,0.101722917219767
"1291","DINP",20,6,2018,2018-06-20,"MISC",6,"WS55",29,NA,NA,NA,3.6585,0.4937,4.1522,3.6899,0.999999999999999,0.936398622645331,0.4623,3.8699450462266,0.133446380904365
"1293","DINP",20,6,2018,2018-06-20,"WOOD",6,"WS55",29,NA,NA,NA,3.6492,1.6013,5.2505,3.7143,1,0.959345531755449,1.5362,12.8596356911384,0.443435713487532
"1295","DINP",20,6,2018,2018-06-20,"LEAF",7,"WS55",29,NA,NA,NA,3.5484,0.0866,3.635,3.5519,0.999999999999998,0.959584295612011,0.0831000000000001,0.695635806492388,0.0239874416031858
"1297","DINP",20,6,2018,2018-06-20,"MISC",7,"WS55",29,NA,NA,NA,3.5166,0.9344,4.451,3.585,1,0.926797945205479,0.866,7.24934546838035,0.24997742994415
"1299","DINP",20,6,2018,2018-06-20,"WOOD",7,"WS55",29,NA,NA,NA,3.5303,1.6668,5.1971,3.5905,1,0.96388288936885,1.6066,13.4489589255195,0.463757204328258
"1301","DINP",20,6,2018,2018-06-20,"LEAF",8,"WS55",29,NA,NA,NA,3.5505,0.733,4.2835,3.579,1,0.961118690313779,0.7045,5.89741787814544,0.203359237177429
"1303","DINP",20,6,2018,2018-06-20,"MISC",8,"WS55",29,NA,NA,NA,3.5598,0.8263,4.3861,3.6038,1,0.946750574851749,0.7823,6.54868702068585,0.225816793816753
"1305","DINP",20,6,2018,2018-06-20,"WOOD",8,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1307","DINP",20,6,2018,2018-06-20,"LEAF",9,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1309","DINP",20,6,2018,2018-06-20,"MISC",9,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1311","DINP",20,6,2018,2018-06-20,"WOOD",9,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1313","DINP",20,6,2018,2018-06-20,"LEAF",10,"WS55",29,NA,NA,NA,3.5176,1.0963,4.6139,3.5715,1,0.950834625558697,1.0424,8.72600198180101,0.300896620062104
"1315","DINP",20,6,2018,2018-06-20,"MISC",10,"WS55",29,NA,NA,NA,3.5372,1.0578,4.595,3.5915,1,0.948667044809983,1.0035,8.40036741053081,0.289667841742442
"1317","DINP",20,6,2018,2018-06-20,"WOOD",10,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1325","DINP",16,7,2018,2018-07-16,"LEAF",1,"TOWR",26,NA,NA,NA,3.5181,1.5591,5.0772,3.5852,1,0.956962350073761,1.492,12.4896344559163,0.480370555996779
"1327","DINP",16,7,2018,2018-07-16,"MISC",1,"TOWR",26,NA,NA,NA,3.6476,0.463,4.1106,3.6717,0.999999999999999,0.947948164146869,0.4389,3.67406203934427,0.141310078436318
"1329","DINP",16,7,2018,2018-07-16,"WOOD",1,"TOWR",26,NA,NA,NA,3.5111,0.5383,4.0494,3.5534,1,0.921419282927736,0.496,4.15205006041184,0.159694233092763
"1331","DINP",16,7,2018,2018-07-16,"LEAF",2,"TOWR",26,NA,NA,NA,3.5296,2.4586,5.9882,3.6473,1,0.952127226877085,2.3409,19.5958346500364,0.753685948078324
"1333","DINP",16,7,2018,2018-07-16,"MISC",2,"TOWR",26,NA,NA,NA,3.5455,0.5073,4.0528,3.5776,1,0.936723832052041,0.4752,3.97793183207199,0.152997378156615
"1335","DINP",16,7,2018,2018-07-16,"WOOD",2,"TOWR",26,NA,NA,NA,3.5244,0.0348,3.5592,3.526,1,0.954022988505752,0.0332000000000002,0.277919479850149,0.0106892107634673
"1337","DINP",16,7,2018,2018-07-16,"LEAF",3,"TOWR",26,NA,NA,NA,3.5462,0.142,3.6882,3.5524,1,0.956338028169013,0.1358,1.13679112541114,0.0437227355927363
"1339","DINP",16,7,2018,2018-07-16,"MISC",3,"TOWR",26,NA,NA,NA,3.6495,0.3479,3.9974,3.6678,0.999999999999999,0.947398677780972,0.3296,2.75910423369303,0.106119393603578
"1341","DINP",16,7,2018,2018-07-16,"WOOD",3,"TOWR",26,NA,NA,NA,3.6585,0.0366,3.6951,3.66,0.999999999999999,0.959016393442621,0.0350999999999999,0.293824510323499,0.0113009427047499
"1343","DINP",16,7,2018,2018-07-16,"LEAF",4,"TOWR",26,NA,NA,NA,3.5608,0.9649,4.5257,3.598,1,0.961446782049953,0.9277,7.76584040533077,0.298686169435799
"1345","DINP",16,7,2018,2018-07-16,"MISC",4,"TOWR",26,NA,NA,NA,3.5377,0.8503,4.388,3.5692,1,0.962954251440668,0.8188,6.85423102714761,0.263624270274908
"1347","DINP",16,7,2018,2018-07-16,"WOOD",4,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1349","DINP",16,7,2018,2018-07-16,"LEAF",5,"TOWR",26,NA,NA,NA,3.5174,0.2025,3.7199,3.527,1,0.952592592592591,0.1929,1.61477914647871,0.0621068902491813
"1351","DINP",16,7,2018,2018-07-16,"MISC",5,"TOWR",26,NA,NA,NA,3.5179,0.3193,3.8372,3.5473,1,0.907923582837457,0.2899,2.42677280748668,0.0933374156725645
"1353","DINP",16,7,2018,2018-07-16,"WOOD",5,"TOWR",26,NA,NA,NA,3.5503,0.171,3.7213,3.5564,0.999999999999999,0.964327485380117,0.1649,1.38038922371353,0.0530918932197513
"1355","DINP",16,7,2018,2018-07-16,"LEAF",6,"TOWR",26,NA,NA,NA,3.5482,1.8853,5.4335,3.6262,1,0.958627274173872,1.8073,15.1290324076256,0.581885861831755
"1357","DINP",16,7,2018,2018-07-16,"MISC",6,"TOWR",26,NA,NA,NA,3.5294,1.642,5.1714,3.5839,1,0.966808769792936,1.5875,13.2890715139189,0.511118135150728
"1359","DINP",16,7,2018,2018-07-16,"WOOD",6,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1361","DINP",16,7,2018,2018-07-16,"LEAF",7,"TOWR",26,NA,NA,NA,3.6313,1.031,4.6623,3.6697,1,0.962754607177497,0.9926,8.30912276202579,0.319581644693299
"1363","DINP",16,7,2018,2018-07-16,"MISC",7,"TOWR",26,NA,NA,NA,3.5256,0.5548,4.0804,3.5438,1,0.967195385724585,0.5366,4.49191544842135,0.172765978785437
"1365","DINP",16,7,2018,2018-07-16,"WOOD",7,"TOWR",26,NA,NA,NA,3.6603,0.9003,4.5606,3.69,1,0.967010996334555,0.8706,7.2878523842632,0.280302014779354
"1367","DINP",16,7,2018,2018-07-16,"LEAF",8,"TOWR",26,NA,NA,NA,3.6307,0.8632,4.4939,3.6699,1,0.954587581093605,0.824,6.89776058423257,0.265298484008945
"1369","DINP",16,7,2018,2018-07-16,"MISC",8,"TOWR",26,NA,NA,NA,3.5343,4.0356,7.5699,3.683,1,0.963152938844286,3.8869,32.5375068141427,1.25144256977472
"1371","DINP",16,7,2018,2018-07-16,"WOOD",8,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1373","DINP",16,7,2018,2018-07-16,"LEAF",9,"TOWR",26,NA,NA,NA,3.5299,3.2685,6.7984,3.6486,1,0.963683646932844,3.1498,26.3671920973492,1.01412277297497
"1375","DINP",16,7,2018,2018-07-16,"MISC",9,"TOWR",26,NA,NA,NA,3.6423,0.4488,4.0911,3.6561,1,0.969251336898396,0.435,3.64141487153055,0.14005441813579
"1377","DINP",16,7,2018,2018-07-16,"WOOD",9,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1379","DINP",16,7,2018,2018-07-16,"LEAF",10,"TOWR",26,NA,NA,NA,3.6491,1.1842,4.8333,3.69,1,0.965461915217024,1.1433,9.57064281062269,0.368101646562411
"1381","DINP",16,7,2018,2018-07-16,"MISC",10,"TOWR",26,NA,NA,NA,3.5341,4.9462,8.4803,3.7006,1,0.966337794670656,4.7797,40.011196922884,1.53889218934169
"1383","DINP",16,7,2018,2018-07-16,"WOOD",10,"TOWR",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1391","DINP",16,7,2018,2018-07-16,"LEAF",1,"WS55",26,NA,NA,NA,3.6414,0.1872,3.8286,3.6484,0.999999999999999,0.962606837606837,0.1802,1.50846657436736,0.0580179451679756
"1393","DINP",16,7,2018,2018-07-16,"MISC",1,"WS55",26,NA,NA,NA,3.6452,0.2714,3.9166,3.6567,1,0.957627118644068,0.2599,2.17564074738112,0.0836784902838894
"1395","DINP",16,7,2018,2018-07-16,"WOOD",1,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1397","DINP",16,7,2018,2018-07-16,"LEAF",2,"WS55",26,NA,NA,NA,3.5508,1.8382,5.389,3.6326,1,0.955499945598956,1.7564,14.7029450123132,0.56549788508897
"1399","DINP",16,7,2018,2018-07-16,"MISC",2,"WS55",26,NA,NA,NA,3.6175,0.1724,3.7899,3.6269,0.999999999999998,0.945475638051045,0.163,1.36448419324018,0.0524801612784685
"1401","DINP",16,7,2018,2018-07-16,"WOOD",2,"WS55",26,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"1403","DINP",16,7,2018,2018-07-16,"LEAF",3,"WS55",26,NA,NA,NA,3.5351,0.7905,4.3256,3.5697,1,0.956230234029095,0.7559,6.32769080779296,0.243372723376652
"1405","DINP",16,7,2018,2018-07-16,"MISC",3,"WS55",26,NA,NA,NA,3.6013,0.4005,4.0018,3.6163,1,0.962546816479402,0.3855,3.22704697235638,0.124117191244476
"1407","DINP",16,7,2018,2018-07-16,"WOOD",3,"WS55",26,NA,NA,NA,3.6537,0.5247,4.1784,3.6667,0.999999999999999,0.975223937488089,0.5117,4.28347583853375,0.164749070712836
"1409","DINP",16,7,2018,2018-07-16,"LEAF",4,"WS55",26,NA,NA,NA,3.5369,0.8133,4.3502,3.5693,1,0.960162301733678,0.7809,6.53696752454759,0.251421827867215
